               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 105,            0.037574,            0.025589,           0.0045558,             0.50975,             0.73428,             0.71031,             0.44472,            0.025015,            0.019944,           0.0034547,             0.00688,             0.00688,             0.00688
                 106,             0.03702,            0.025801,           0.0048668,              0.5747,             0.75187,             0.73102,             0.46028,            0.024917,            0.020114,           0.0033155,             0.00685,             0.00685,             0.00685
                 107,            0.035957,             0.02454,           0.0047525,             0.59953,             0.68567,             0.69199,             0.43718,            0.024823,            0.019796,           0.0035078,             0.00682,             0.00682,             0.00682
                 108,            0.038698,            0.025213,           0.0050465,             0.51888,             0.74517,              0.7279,             0.45638,            0.025033,            0.020359,           0.0033194,             0.00679,             0.00679,             0.00679
                 109,            0.036777,            0.026485,           0.0046723,             0.55882,             0.74727,             0.73057,             0.46379,            0.024335,            0.019798,           0.0032805,             0.00676,             0.00676,             0.00676
                 110,             0.03734,            0.027864,           0.0048082,             0.61127,             0.71986,             0.74243,             0.46658,            0.024248,            0.019696,           0.0031813,             0.00673,             0.00673,             0.00673
                 111,            0.036525,            0.025805,           0.0045767,             0.59679,             0.74418,             0.74851,             0.46518,            0.024655,            0.019956,           0.0032812,              0.0067,              0.0067,              0.0067
                 112,             0.03636,            0.025526,           0.0048713,             0.62646,             0.73382,             0.73926,             0.46066,             0.02451,            0.019536,           0.0031677,             0.00667,             0.00667,             0.00667
                 113,            0.035128,            0.025972,           0.0044962,             0.55926,             0.70663,             0.71191,             0.44575,            0.024669,            0.019826,           0.0033434,             0.00664,             0.00664,             0.00664
                 114,            0.037236,            0.025419,           0.0053176,             0.52446,              0.6916,             0.68678,             0.42514,            0.024589,            0.019816,           0.0034811,             0.00661,             0.00661,             0.00661
                 115,            0.036337,            0.025561,           0.0052397,             0.58066,             0.73955,              0.7155,             0.43291,            0.024877,            0.019962,           0.0034382,             0.00658,             0.00658,             0.00658
                 116,            0.036179,            0.025208,           0.0044169,              0.6959,             0.69553,             0.74171,             0.46874,            0.024497,            0.019407,           0.0030898,             0.00655,             0.00655,             0.00655
                 117,             0.03633,            0.026316,           0.0049331,             0.67068,             0.73713,             0.74515,             0.46608,            0.024268,            0.019228,           0.0031148,             0.00652,             0.00652,             0.00652
                 118,            0.035301,            0.024669,            0.004359,             0.60507,             0.71843,              0.7364,             0.45682,            0.024361,            0.019988,           0.0032102,             0.00649,             0.00649,             0.00649
                 119,            0.035987,            0.025804,            0.004862,             0.65672,             0.71504,             0.75015,             0.47769,            0.023866,            0.019612,           0.0032239,             0.00646,             0.00646,             0.00646
                 120,            0.035581,            0.024843,           0.0045488,              0.6443,             0.76238,             0.75656,             0.47601,            0.023697,            0.019133,           0.0030315,             0.00643,             0.00643,             0.00643
                 121,            0.036014,            0.026405,           0.0042764,             0.68374,             0.72332,               0.752,             0.47078,              0.0242,            0.019648,           0.0030909,              0.0064,              0.0064,              0.0064
                 122,            0.034979,            0.026127,           0.0045791,             0.67003,             0.73659,             0.76253,             0.47988,            0.023645,            0.019208,           0.0031125,             0.00637,             0.00637,             0.00637
                 123,            0.036194,            0.026102,           0.0050038,             0.73042,             0.70936,             0.77023,             0.48715,            0.023841,            0.019267,           0.0029746,             0.00634,             0.00634,             0.00634
                 124,            0.036556,            0.025455,           0.0049094,             0.69183,             0.70614,              0.7385,             0.46849,            0.024164,            0.019303,           0.0033185,             0.00631,             0.00631,             0.00631
                 125,            0.035773,            0.025584,           0.0046511,             0.68742,             0.73709,             0.75912,             0.47348,            0.024244,            0.019474,           0.0031609,             0.00628,             0.00628,             0.00628
                 126,            0.034662,            0.025509,           0.0041839,              0.6052,               0.743,             0.73101,             0.45864,            0.023553,            0.018947,            0.002948,             0.00625,             0.00625,             0.00625
                 127,            0.035623,            0.025754,           0.0042146,             0.66128,              0.7718,             0.78423,             0.50129,            0.023659,            0.019366,           0.0027847,             0.00622,             0.00622,             0.00622
                 128,            0.035093,            0.025305,           0.0044566,             0.63342,             0.77659,             0.76227,             0.47419,            0.023966,            0.019252,           0.0030529,             0.00619,             0.00619,             0.00619
                 129,            0.035198,            0.024214,           0.0042142,             0.69303,             0.77713,             0.78929,             0.50713,            0.023506,            0.019161,           0.0029047,             0.00616,             0.00616,             0.00616
                 130,            0.034858,            0.024539,           0.0043997,             0.65859,             0.77029,             0.78803,             0.50306,            0.023781,            0.019458,           0.0030285,             0.00613,             0.00613,             0.00613
                 131,            0.034797,            0.026626,           0.0043076,             0.67828,             0.76273,             0.77656,             0.48852,            0.023868,            0.019326,           0.0028998,              0.0061,              0.0061,              0.0061
                 132,            0.035399,            0.028064,           0.0043611,             0.67678,             0.76248,             0.77867,             0.48967,            0.023602,            0.019063,           0.0029457,             0.00607,             0.00607,             0.00607
                 133,            0.034016,            0.022934,             0.00404,             0.68082,             0.76732,             0.78777,             0.51395,            0.023199,            0.018881,           0.0028279,             0.00604,             0.00604,             0.00604
                 134,            0.034484,            0.025077,           0.0042006,             0.74017,             0.78138,             0.80036,             0.51778,            0.023243,            0.018577,           0.0027622,             0.00601,             0.00601,             0.00601
                 135,            0.035151,            0.025325,           0.0040099,             0.66594,             0.77456,             0.78785,             0.50044,            0.023672,            0.019531,           0.0028335,             0.00598,             0.00598,             0.00598
                 136,            0.033777,            0.023975,           0.0038772,             0.74237,              0.7588,             0.79235,             0.50719,             0.02365,            0.019223,           0.0029243,             0.00595,             0.00595,             0.00595
                 137,            0.034233,            0.024374,           0.0047302,             0.73088,              0.7644,             0.79294,              0.5081,            0.023222,            0.018893,           0.0028951,             0.00592,             0.00592,             0.00592
                 138,            0.034815,            0.024985,           0.0043659,             0.70101,             0.77193,             0.79537,             0.50663,            0.023111,            0.018768,           0.0027586,             0.00589,             0.00589,             0.00589
                 139,            0.036034,            0.023766,           0.0045448,             0.79617,             0.72383,               0.793,             0.50872,            0.023094,            0.018858,           0.0027922,             0.00586,             0.00586,             0.00586
                 140,            0.033392,            0.023817,           0.0040698,             0.69331,             0.76542,             0.78589,             0.50898,             0.02309,            0.018856,           0.0026865,             0.00583,             0.00583,             0.00583
                 141,             0.03405,            0.024239,           0.0039133,             0.74074,              0.7283,             0.77081,             0.49415,            0.022928,             0.01897,           0.0029009,              0.0058,              0.0058,              0.0058
                 142,            0.034579,            0.025678,            0.003834,             0.72584,             0.76632,             0.79393,              0.5169,              0.0229,            0.018605,           0.0027319,             0.00577,             0.00577,             0.00577
                 143,            0.034367,            0.024944,           0.0042061,             0.71493,             0.76741,             0.78897,             0.50935,            0.023325,             0.01883,           0.0027284,             0.00574,             0.00574,             0.00574
                 144,            0.034229,            0.025272,           0.0041997,             0.71193,             0.77168,             0.81487,             0.51983,            0.023074,            0.019019,            0.002614,             0.00571,             0.00571,             0.00571
                 145,            0.033563,            0.025773,           0.0038994,             0.73998,             0.75826,             0.79164,             0.50645,            0.022945,             0.01873,           0.0027634,             0.00568,             0.00568,             0.00568
                 146,            0.032887,             0.02239,           0.0041096,              0.7097,             0.78449,             0.80884,             0.52474,            0.022854,            0.018619,           0.0026289,             0.00565,             0.00565,             0.00565
                 147,            0.032553,            0.022424,           0.0040638,             0.71942,             0.78023,              0.7955,             0.51429,             0.02286,            0.018622,           0.0027951,             0.00562,             0.00562,             0.00562
                 148,            0.034191,            0.023567,           0.0042841,             0.69174,             0.76357,             0.80288,             0.52179,             0.02303,            0.018953,           0.0027163,             0.00559,             0.00559,             0.00559
                 149,            0.035477,            0.029925,           0.0048495,             0.77913,              0.7394,              0.7983,             0.51151,            0.023036,            0.018709,           0.0026665,             0.00556,             0.00556,             0.00556
                 150,            0.034131,            0.023327,           0.0045004,             0.70172,             0.80937,             0.81395,             0.53167,            0.022841,             0.01846,           0.0025661,             0.00553,             0.00553,             0.00553
                 151,            0.033932,            0.022549,           0.0040964,             0.76561,             0.76405,              0.8123,             0.53493,             0.02248,             0.01843,           0.0025309,              0.0055,              0.0055,              0.0055
                 152,            0.034058,            0.023545,           0.0040128,             0.78706,              0.7635,             0.81231,             0.53961,            0.022279,            0.018101,           0.0025577,             0.00547,             0.00547,             0.00547
                 153,            0.033873,            0.024317,           0.0046004,             0.76814,             0.76549,             0.81665,             0.53813,            0.022185,            0.018426,           0.0025087,             0.00544,             0.00544,             0.00544
                 154,            0.033173,            0.024773,           0.0040264,             0.83632,             0.75006,             0.82495,             0.54228,            0.022294,            0.018213,           0.0025449,             0.00541,             0.00541,             0.00541
                 155,            0.033055,            0.023363,           0.0040738,             0.78806,             0.76473,              0.8159,             0.53726,            0.022722,            0.018687,            0.002501,             0.00538,             0.00538,             0.00538
