               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  87,            0.036114,            0.024516,           0.0041146,             0.55051,             0.71745,             0.71963,             0.44665,            0.025055,             0.01951,           0.0033344,             0.00742,             0.00742,             0.00742
                  88,            0.035805,            0.024836,           0.0051914,             0.58472,             0.69201,             0.69729,             0.43432,            0.024942,            0.019463,           0.0034286,             0.00739,             0.00739,             0.00739
                  89,            0.034961,            0.027677,           0.0045148,             0.48857,             0.73089,             0.70266,             0.44047,            0.024013,            0.019406,           0.0033502,             0.00736,             0.00736,             0.00736
                  90,            0.036549,            0.025147,            0.004521,             0.91626,             0.55333,             0.69199,             0.42186,            0.025131,             0.01993,           0.0033913,             0.00733,             0.00733,             0.00733
                  91,            0.035795,            0.023117,           0.0042863,             0.92641,             0.53351,             0.67843,             0.43436,            0.024108,            0.020536,           0.0034652,              0.0073,              0.0073,              0.0073
                  92,            0.035777,             0.02537,           0.0044211,             0.93895,             0.53973,             0.72403,             0.45227,            0.024059,            0.019369,            0.003267,             0.00727,             0.00727,             0.00727
                  93,            0.035664,            0.025427,           0.0046432,              0.9194,             0.55627,             0.68509,             0.43214,            0.023945,            0.019348,           0.0033508,             0.00724,             0.00724,             0.00724
                  94,            0.035313,            0.025144,           0.0043254,             0.93447,             0.55006,             0.67051,             0.41489,            0.023941,            0.018936,           0.0032854,             0.00721,             0.00721,             0.00721
                  95,            0.037174,            0.027303,           0.0048228,               0.579,             0.70679,             0.71049,             0.45229,            0.023399,            0.018951,           0.0033477,             0.00718,             0.00718,             0.00718
                  96,            0.035242,            0.025685,            0.004495,             0.93574,             0.55217,             0.69971,             0.43897,            0.023823,            0.019095,           0.0033514,             0.00715,             0.00715,             0.00715
                  97,            0.033686,            0.023867,           0.0044755,             0.53497,             0.75368,              0.7331,             0.47276,            0.023193,            0.018948,           0.0032022,             0.00712,             0.00712,             0.00712
                  98,            0.036122,             0.02483,           0.0046572,             0.93073,             0.55045,             0.66937,             0.42094,             0.02374,            0.019099,           0.0036267,             0.00709,             0.00709,             0.00709
                  99,            0.035118,            0.023802,           0.0044505,             0.65773,             0.71938,             0.73509,             0.47185,            0.023312,            0.018708,           0.0031478,             0.00706,             0.00706,             0.00706
                 100,            0.034978,            0.024394,           0.0043948,             0.60335,              0.7325,              0.7291,             0.47216,            0.023794,            0.018807,           0.0032223,             0.00703,             0.00703,             0.00703
                 101,            0.033557,            0.024269,            0.004656,             0.56882,             0.72544,             0.72503,             0.46538,            0.023112,            0.018723,           0.0031694,               0.007,               0.007,               0.007
